sentence,sentiment,date
Worst purchase I’ve made recently.,negative,2024-05-23 16:54:44.263894
Excellent value for the price.,positive,2025-05-11 17:01:37.025557
Great customer service and fast delivery.,negative,2024-08-14 12:53:24.344365
Totally worth the money!,negative,2024-12-03 16:57:41.653771
Great customer service and fast delivery.,negative,2025-01-27 13:30:21.317158
Excellent value for the price.,positive,2024-06-25 22:18:44.818171
Excellent value for the price.,negative,2025-02-22 03:39:17.928170
Very disappointing experience.,positive,2024-03-06 16:24:55.108946
Worst purchase I’ve made recently.,negative,2025-02-06 16:59:46.444366
Great customer service and fast delivery.,positive,2025-01-10 20:47:15.412516
Totally worth the money!,positive,2024-12-19 03:55:48.632867
I love it and will buy again.,negative,2025-03-06 04:55:02.479563
The product exceeded my expectations.,positive,2024-04-15 08:43:54.974315
Would not recommend to anyone.,negative,2025-03-08 11:18:53.200794
Totally worth the money!,positive,2024-12-06 23:30:17.684983
Great customer service and fast delivery.,negative,2025-03-03 05:26:34.024362
I love it and will buy again.,negative,2024-03-03 00:48:30.834572
I am not satisfied with the quality.,negative,2025-01-31 15:20:52.918486
Would not recommend to anyone.,positive,2024-10-27 03:03:08.667237
Very disappointing experience.,negative,2024-04-21 18:26:06.989714
The product exceeded my expectations.,positive,2024-08-21 12:24:00.314916
The product exceeded my expectations.,negative,2024-08-22 12:25:34.551037
Worst purchase I’ve made recently.,positive,2024-09-10 03:10:22.995275
Worst purchase I’ve made recently.,negative,2024-05-15 13:07:04.636255
Very disappointing experience.,positive,2024-09-18 05:47:49.235202
Totally worth the money!,negative,2024-10-30 05:38:07.717019
I am not satisfied with the quality.,negative,2025-03-18 19:46:27.799057
I love it and will buy again.,negative,2025-01-01 13:14:57.717223
Totally worth the money!,negative,2024-09-25 20:39:35.761490
Very disappointing experience.,positive,2025-01-07 13:44:30.071579
Totally worth the money!,positive,2024-06-30 11:28:20.805712
I love it and will buy again.,negative,2025-01-18 15:57:04.610941
I am not satisfied with the quality.,positive,2025-04-15 15:49:55.734631
Great customer service and fast delivery.,negative,2024-06-24 00:35:47.717824
Worst purchase I’ve made recently.,negative,2024-08-02 20:00:44.337324
Totally worth the money!,negative,2024-09-25 22:14:48.834501
The item broke after one use.,negative,2024-07-09 17:28:30.821920
Totally worth the money!,positive,2024-09-06 16:45:30.021926
Great customer service and fast delivery.,negative,2025-05-13 13:07:58.695628
I am not satisfied with the quality.,negative,2024-05-06 19:31:46.092270
I am not satisfied with the quality.,negative,2024-06-28 02:16:30.624552
The item broke after one use.,negative,2024-04-08 09:02:30.843355
Totally worth the money!,positive,2024-11-10 08:18:56.352467
Worst purchase I’ve made recently.,positive,2024-12-02 02:47:08.032228
Excellent value for the price.,negative,2024-04-18 22:39:11.019649
Would not recommend to anyone.,positive,2025-02-04 17:22:43.422553
Very disappointing experience.,positive,2024-08-19 03:01:48.378138
Great customer service and fast delivery.,negative,2024-11-10 19:14:20.308482
I am not satisfied with the quality.,positive,2024-08-16 15:18:16.531644
Great customer service and fast delivery.,positive,2025-04-10 23:52:10.151245
The product exceeded my expectations.,positive,2025-01-25 07:59:53.015121
Great customer service and fast delivery.,negative,2024-07-16 04:28:05.937551
The item broke after one use.,positive,2024-07-01 06:08:46.120851
The product exceeded my expectations.,negative,2024-01-02 10:04:34.453896
Would not recommend to anyone.,positive,2024-12-08 18:51:12.997438
I am not satisfied with the quality.,negative,2025-03-22 11:17:00.086914
Great customer service and fast delivery.,positive,2024-11-21 06:50:28.543096
Excellent value for the price.,positive,2024-06-08 23:00:52.405517
The item broke after one use.,positive,2025-02-17 12:31:42.268103
I love it and will buy again.,negative,2025-02-16 02:53:43.590007
Great customer service and fast delivery.,positive,2024-10-02 16:16:37.164997
The item broke after one use.,positive,2025-01-15 05:43:42.955617
Very disappointing experience.,negative,2024-01-09 22:54:21.915317
The item broke after one use.,negative,2024-04-23 10:04:47.119376
Would not recommend to anyone.,negative,2024-10-12 17:09:50.838288
Totally worth the money!,negative,2024-08-03 09:43:57.055655
I love it and will buy again.,positive,2025-04-18 11:17:03.219088
Worst purchase I’ve made recently.,negative,2025-02-21 13:43:44.629840
Would not recommend to anyone.,negative,2024-11-04 21:58:32.969351
Totally worth the money!,positive,2024-04-13 19:51:57.911005
Worst purchase I’ve made recently.,negative,2025-05-13 22:16:21.177364
Very disappointing experience.,negative,2024-05-25 22:49:50.075274
Great customer service and fast delivery.,negative,2024-01-21 18:19:11.004291
Excellent value for the price.,positive,2024-11-15 14:25:27.449017
The product exceeded my expectations.,positive,2024-09-20 05:23:21.613573
Totally worth the money!,negative,2024-08-12 06:26:25.219206
Great customer service and fast delivery.,negative,2024-10-02 06:58:56.427319
I love it and will buy again.,positive,2024-02-21 22:11:11.033454
The product exceeded my expectations.,positive,2024-06-12 10:14:06.468633
Excellent value for the price.,negative,2025-03-29 11:59:57.808913
Worst purchase I’ve made recently.,positive,2025-03-24 01:21:58.624051
Would not recommend to anyone.,positive,2024-11-17 19:34:54.154150
The product exceeded my expectations.,positive,2024-01-30 15:59:54.551900
Worst purchase I’ve made recently.,negative,2024-12-08 18:08:07.734455
The product exceeded my expectations.,negative,2024-04-30 11:25:39.968236
Very disappointing experience.,negative,2024-02-27 12:56:28.026268
Worst purchase I’ve made recently.,negative,2024-11-18 03:12:21.079772
Worst purchase I’ve made recently.,negative,2024-12-31 02:32:48.160631
Great customer service and fast delivery.,negative,2025-02-24 15:33:20.656093
Totally worth the money!,negative,2025-03-28 15:55:01.971351
I love it and will buy again.,positive,2024-06-06 12:38:46.438206
Would not recommend to anyone.,negative,2024-02-26 03:30:35.098742
I love it and will buy again.,positive,2024-11-05 02:08:01.097090
Excellent value for the price.,positive,2025-04-04 09:45:05.490318
The item broke after one use.,positive,2024-10-20 14:33:00.339209
The item broke after one use.,positive,2025-04-12 10:50:07.099147
I am not satisfied with the quality.,negative,2024-12-25 09:54:39.470412
The item broke after one use.,negative,2024-05-10 17:09:22.651812
Would not recommend to anyone.,negative,2025-03-01 02:14:56.373565
The product exceeded my expectations.,negative,2025-03-04 09:19:35.559281
I love it and will buy again.,negative,2024-09-21 09:33:35.658555
Excellent value for the price.,negative,2024-04-05 11:33:25.988046
Totally worth the money!,negative,2024-05-26 04:55:10.162156
Totally worth the money!,negative,2024-05-06 12:36:47.105045
Excellent value for the price.,negative,2025-03-20 20:16:57.747144
I am not satisfied with the quality.,negative,2024-08-25 19:19:58.887142
Great customer service and fast delivery.,negative,2024-01-11 10:15:38.373237
Worst purchase I’ve made recently.,positive,2024-02-08 02:57:26.560786
Worst purchase I’ve made recently.,positive,2024-08-14 15:54:06.912246
Great customer service and fast delivery.,positive,2024-04-22 05:06:51.045029
I am not satisfied with the quality.,negative,2024-07-03 19:28:03.541737
Excellent value for the price.,positive,2024-01-19 08:51:28.577138
The item broke after one use.,negative,2024-10-05 10:24:35.972449
The item broke after one use.,positive,2024-11-28 12:18:25.556836
I love it and will buy again.,positive,2024-10-01 10:40:36.410171
Would not recommend to anyone.,positive,2024-09-24 19:56:57.948295
I am not satisfied with the quality.,negative,2024-11-07 21:01:53.137899
I love it and will buy again.,positive,2024-05-25 00:57:51.384154
Very disappointing experience.,positive,2024-10-23 07:29:15.868694
Worst purchase I’ve made recently.,negative,2024-10-14 13:55:39.080550
Great customer service and fast delivery.,negative,2025-03-13 03:10:38.231633
Excellent value for the price.,negative,2025-03-11 09:35:32.601929
I am not satisfied with the quality.,positive,2024-07-09 13:16:14.519417
The product exceeded my expectations.,negative,2025-03-18 13:39:54.130426
I am not satisfied with the quality.,positive,2025-01-01 19:19:36.392958
Excellent value for the price.,positive,2024-12-20 18:52:37.528663
Great customer service and fast delivery.,positive,2024-08-08 12:30:59.324348
The product exceeded my expectations.,positive,2024-12-13 17:05:58.329717
I am not satisfied with the quality.,positive,2025-03-11 12:53:03.243532
Very disappointing experience.,positive,2024-03-23 06:04:43.468878
I love it and will buy again.,negative,2024-06-02 17:34:01.140959
Very disappointing experience.,positive,2025-05-02 20:28:20.726000
Excellent value for the price.,negative,2024-03-14 09:58:39.205638
Great customer service and fast delivery.,positive,2024-08-20 12:44:42.169159
The product exceeded my expectations.,positive,2024-04-15 00:34:22.492127
Very disappointing experience.,positive,2025-02-27 08:35:12.145335
Excellent value for the price.,positive,2025-03-27 13:28:07.775263
Worst purchase I’ve made recently.,negative,2024-09-03 07:33:35.788057
The product exceeded my expectations.,negative,2024-11-29 07:44:16.885508
Very disappointing experience.,positive,2024-10-18 22:53:49.674176
I love it and will buy again.,positive,2025-03-31 10:54:38.371570
I am not satisfied with the quality.,negative,2024-12-25 07:36:35.563312
Very disappointing experience.,negative,2024-01-07 10:01:58.763605
Totally worth the money!,positive,2024-02-12 13:32:22.825806
Excellent value for the price.,positive,2024-07-31 23:14:06.397508
The item broke after one use.,positive,2024-04-04 16:26:59.944306
Totally worth the money!,negative,2024-07-19 14:15:35.129437
Great customer service and fast delivery.,positive,2024-12-15 11:20:41.344897
Would not recommend to anyone.,negative,2024-10-12 14:02:29.460293
The item broke after one use.,positive,2024-07-15 00:21:38.007396
I love it and will buy again.,negative,2024-09-23 00:18:06.782534
Would not recommend to anyone.,positive,2024-08-31 04:02:20.534329
The item broke after one use.,positive,2024-05-13 18:06:58.147157
Totally worth the money!,negative,2025-02-02 13:03:43.709036
Great customer service and fast delivery.,positive,2025-03-11 17:54:53.064898
I love it and will buy again.,positive,2025-01-05 05:31:07.850673
I am not satisfied with the quality.,positive,2025-04-09 06:39:29.918475
Very disappointing experience.,negative,2024-07-26 18:41:35.095826
The item broke after one use.,negative,2024-06-09 20:41:41.998281
The product exceeded my expectations.,negative,2025-02-15 01:27:45.907135
I am not satisfied with the quality.,positive,2024-01-06 05:14:34.472009
Great customer service and fast delivery.,positive,2024-10-21 15:36:22.541048
The item broke after one use.,negative,2024-01-31 03:40:42.216632
Excellent value for the price.,negative,2024-01-24 22:39:06.376871
Worst purchase I’ve made recently.,negative,2025-03-25 16:39:14.614241
Very disappointing experience.,positive,2024-07-30 20:28:13.532547
Would not recommend to anyone.,positive,2024-12-04 12:05:56.078336
I am not satisfied with the quality.,negative,2024-04-02 09:41:56.135830
The product exceeded my expectations.,positive,2025-03-14 05:16:51.680769
Worst purchase I’ve made recently.,negative,2024-08-04 15:59:57.827200
I am not satisfied with the quality.,positive,2024-12-21 14:47:44.600599
The item broke after one use.,negative,2024-08-24 09:08:22.990864
The product exceeded my expectations.,negative,2024-07-09 00:27:14.012739
I am not satisfied with the quality.,positive,2024-04-13 19:25:27.346476
Very disappointing experience.,negative,2025-03-11 04:59:34.869683
Worst purchase I’ve made recently.,positive,2024-11-25 11:51:57.881909
The item broke after one use.,negative,2024-11-23 14:00:13.490807
The item broke after one use.,negative,2024-11-22 01:18:33.818254
Very disappointing experience.,negative,2025-01-30 15:53:10.862083
I am not satisfied with the quality.,positive,2024-06-13 11:39:00.808967
The product exceeded my expectations.,positive,2024-03-22 09:28:54.044290
Would not recommend to anyone.,positive,2024-02-06 17:25:42.385649
I am not satisfied with the quality.,positive,2024-11-21 10:25:45.946539
The item broke after one use.,negative,2025-03-18 04:39:09.411650
Great customer service and fast delivery.,positive,2024-05-02 23:36:48.648609
Very disappointing experience.,positive,2024-07-11 23:38:51.701991
Worst purchase I’ve made recently.,positive,2025-05-01 17:39:05.577502
Very disappointing experience.,positive,2024-02-24 18:41:49.463853
Would not recommend to anyone.,positive,2025-04-14 05:17:24.516145
The product exceeded my expectations.,positive,2024-09-12 07:02:01.656513
